emoji,freq_odio,freq_nao_odio,freq_total,freq_odio_norm,freq_nao_odio_norm
💣,4,0,4,0.001142857142857143,0.0
👸,0,1,1,0.0,0.00028571428571428574
📑,0,2,2,0.0,0.0005714285714285715
😚,1,11,12,0.00028571428571428574,0.003142857142857143
🗽,0,1,1,0.0,0.00028571428571428574
😥,2,3,5,0.0005714285714285715,0.0008571428571428571
😂,486,234,720,0.13885714285714285,0.06685714285714285
🐍,15,0,15,0.004285714285714286,0.0
🫶,0,1,1,0.0,0.00028571428571428574
😲,2,0,2,0.0005714285714285715,0.0
🏆,0,6,6,0.0,0.0017142857142857142
🔝,1,12,13,0.00028571428571428574,0.0034285714285714284
😎,20,10,30,0.005714285714285714,0.002857142857142857
🐷,6,2,8,0.0017142857142857142,0.0005714285714285715
✈,0,1,1,0.0,0.00028571428571428574
😣,6,5,11,0.0017142857142857142,0.0014285714285714286
🎄,0,1,1,0.0,0.00028571428571428574
🔒,3,0,3,0.0008571428571428571,0.0
✝,1,2,3,0.00028571428571428574,0.0005714285714285715
👍,3,53,56,0.0008571428571428571,0.015142857142857144
😇,0,5,5,0.0,0.0014285714285714286
😋,1,0,1,0.00028571428571428574,0.0
🐀,20,0,20,0.005714285714285714,0.0
👉,24,11,35,0.006857142857142857,0.003142857142857143
👺,3,0,3,0.0008571428571428571,0.0
😯,0,3,3,0.0,0.0008571428571428571
🍍,5,0,5,0.0014285714285714286,0.0
🤝,1,8,9,0.00028571428571428574,0.002285714285714286
🤢,19,6,25,0.0054285714285714284,0.0017142857142857142
💩,161,4,165,0.046,0.001142857142857143
🤗,8,10,18,0.002285714285714286,0.002857142857142857
🦅,1,0,1,0.00028571428571428574,0.0
🌹,0,27,27,0.0,0.007714285714285714
🏼,26,54,80,0.0074285714285714285,0.015428571428571429
🦊,0,1,1,0.0,0.00028571428571428574
👏,167,1869,2036,0.047714285714285716,0.534
🤬,26,2,28,0.0074285714285714285,0.0005714285714285715
😓,1,3,4,0.00028571428571428574,0.0008571428571428571
😉,1,4,5,0.00028571428571428574,0.001142857142857143
🐄,1,0,1,0.00028571428571428574,0.0
💙,2,28,30,0.0005714285714285715,0.008
🎆,4,0,4,0.001142857142857143,0.0
🥰,0,5,5,0.0,0.0014285714285714286
🎉,0,1,1,0.0,0.00028571428571428574
☺,0,2,2,0.0,0.0005714285714285715
🍗,3,0,3,0.0008571428571428571,0.0
👌,2,2,4,0.0005714285714285715,0.0005714285714285715
🍬,0,1,1,0.0,0.00028571428571428574
🌍,2,3,5,0.0005714285714285715,0.0008571428571428571
💋,0,8,8,0.0,0.002285714285714286
🍭,0,1,1,0.0,0.00028571428571428574
👿,15,0,15,0.004285714285714286,0.0
👪,0,1,1,0.0,0.00028571428571428574
🍉,1,0,1,0.00028571428571428574,0.0
😀,4,2,6,0.001142857142857143,0.0005714285714285715
✨,2,7,9,0.0005714285714285715,0.002
🤚,0,2,2,0.0,0.0005714285714285715
🐱,0,1,1,0.0,0.00028571428571428574
🤣,185,86,271,0.05285714285714286,0.02457142857142857
🚓,4,0,4,0.001142857142857143,0.0
🙈,3,1,4,0.0008571428571428571,0.00028571428571428574
💝,0,2,2,0.0,0.0005714285714285715
🦋,0,2,2,0.0,0.0005714285714285715
🤓,0,2,2,0.0,0.0005714285714285715
🏿,1,7,8,0.00028571428571428574,0.002
💑,0,3,3,0.0,0.0008571428571428571
🧑,0,1,1,0.0,0.00028571428571428574
🖕,2,0,2,0.0005714285714285715,0.0
😃,2,0,2,0.0005714285714285715,0.0
🍊,84,0,84,0.024,0.0
🙄,9,5,14,0.0025714285714285713,0.0014285714285714286
🤑,2,1,3,0.0005714285714285715,0.00028571428571428574
💞,0,10,10,0.0,0.002857142857142857
🤛,1,4,5,0.00028571428571428574,0.001142857142857143
🥹,0,1,1,0.0,0.00028571428571428574
🖖,0,1,1,0.0,0.00028571428571428574
🕊,0,2,2,0.0,0.0005714285714285715
👋,0,12,12,0.0,0.0034285714285714284
🦜,1,0,1,0.00028571428571428574,0.0
🚔,0,1,1,0.0,0.00028571428571428574
🙁,0,1,1,0.0,0.00028571428571428574
▪,1,0,1,0.00028571428571428574,0.0
🤲,0,5,5,0.0,0.0014285714285714286
🔫,10,0,10,0.002857142857142857,0.0
👀,2,1,3,0.0005714285714285715,0.00028571428571428574
🍷,0,2,2,0.0,0.0005714285714285715
🐑,1,0,1,0.00028571428571428574,0.0
😜,0,1,1,0.0,0.00028571428571428574
😳,2,14,16,0.0005714285714285715,0.004
🌟,0,11,11,0.0,0.003142857142857143
💜,1,15,16,0.00028571428571428574,0.004285714285714286
🥚,0,3,3,0.0,0.0008571428571428571
🏫,0,1,1,0.0,0.00028571428571428574
💅,1,0,1,0.00028571428571428574,0.0
😟,1,1,2,0.00028571428571428574,0.00028571428571428574
🦑,1,1,2,0.00028571428571428574,0.00028571428571428574
💟,10,16,26,0.002857142857142857,0.004571428571428572
📘,0,2,2,0.0,0.0005714285714285715
🌲,0,1,1,0.0,0.00028571428571428574
💐,0,2,2,0.0,0.0005714285714285715
⚖,0,1,1,0.0,0.00028571428571428574
🌷,1,14,15,0.00028571428571428574,0.004
😧,0,2,2,0.0,0.0005714285714285715
❤,18,527,545,0.005142857142857143,0.15057142857142858
👊,31,22,53,0.008857142857142857,0.006285714285714286
👈,3,0,3,0.0008571428571428571,0.0
😐,1,4,5,0.00028571428571428574,0.001142857142857143
☹,0,1,1,0.0,0.00028571428571428574
🍀,0,7,7,0.0,0.002
❣,1,1,2,0.00028571428571428574,0.00028571428571428574
☕,1,1,2,0.00028571428571428574,0.00028571428571428574
💕,1,72,73,0.00028571428571428574,0.02057142857142857
😈,20,0,20,0.005714285714285714,0.0
⏳,0,1,1,0.0,0.00028571428571428574
💀,1,1,2,0.00028571428571428574,0.00028571428571428574
🌼,0,1,1,0.0,0.00028571428571428574
😞,0,3,3,0.0,0.0008571428571428571
😘,6,28,34,0.0017142857142857142,0.008
☠,4,0,4,0.001142857142857143,0.0
🤩,0,8,8,0.0,0.002285714285714286
😗,0,1,1,0.0,0.00028571428571428574
✋,1,1,2,0.00028571428571428574,0.00028571428571428574
🤔,9,32,41,0.0025714285714285713,0.009142857142857144
🎂,0,1,1,0.0,0.00028571428571428574
😠,54,8,62,0.015428571428571429,0.002285714285714286
🙏,29,183,212,0.008285714285714285,0.05228571428571428
😡,93,13,106,0.026571428571428572,0.0037142857142857142
😢,41,43,84,0.011714285714285714,0.012285714285714285
⚽,0,6,6,0.0,0.0017142857142857142
🧡,0,1,1,0.0,0.00028571428571428574
✊,0,17,17,0.0,0.004857142857142857
📚,0,2,2,0.0,0.0005714285714285715
😄,3,7,10,0.0008571428571428571,0.002
🥺,1,0,1,0.00028571428571428574,0.0
🤌,0,1,1,0.0,0.00028571428571428574
🤭,2,1,3,0.0005714285714285715,0.00028571428571428574
🌳,1,1,2,0.00028571428571428574,0.00028571428571428574
🤦,40,14,54,0.011428571428571429,0.004
👻,0,3,3,0.0,0.0008571428571428571
👂,0,1,1,0.0,0.00028571428571428574
😁,14,8,22,0.004,0.002285714285714286
😤,8,1,9,0.002285714285714286,0.00028571428571428574
⭐,0,7,7,0.0,0.002
😭,4,27,31,0.001142857142857143,0.007714285714285714
🤫,1,0,1,0.00028571428571428574,0.0
♥,0,30,30,0.0,0.008571428571428572
➡,0,1,1,0.0,0.00028571428571428574
🎸,0,4,4,0.0,0.001142857142857143
😏,1,8,9,0.00028571428571428574,0.002285714285714286
😊,4,5,9,0.001142857142857143,0.0014285714285714286
🖤,1,0,1,0.00028571428571428574,0.0
🐔,1,0,1,0.00028571428571428574,0.0
❗,1,3,4,0.00028571428571428574,0.0008571428571428571
☀,0,2,2,0.0,0.0005714285714285715
🥵,6,0,6,0.0017142857142857142,0.0
📖,0,2,2,0.0,0.0005714285714285715
🩷,0,1,1,0.0,0.00028571428571428574
🛐,0,3,3,0.0,0.0008571428571428571
🍃,0,1,1,0.0,0.00028571428571428574
🙂,0,2,2,0.0,0.0005714285714285715
📲,0,1,1,0.0,0.00028571428571428574
🙌,25,156,181,0.007142857142857143,0.044571428571428574
🏻,43,132,175,0.012285714285714285,0.037714285714285714
👅,0,1,1,0.0,0.00028571428571428574
😬,10,1,11,0.002857142857142857,0.00028571428571428574
😅,14,1,15,0.004,0.00028571428571428574
🏽,4,26,30,0.001142857142857143,0.0074285714285714285
🌺,0,8,8,0.0,0.002285714285714286
🤨,0,1,1,0.0,0.00028571428571428574
💗,6,6,12,0.0017142857142857142,0.0017142857142857142
🏾,7,25,32,0.002,0.007142857142857143
♂,18,6,24,0.005142857142857143,0.0017142857142857142
😕,5,1,6,0.0014285714285714286,0.00028571428571428574
🐂,4,0,4,0.001142857142857143,0.0
🙋,0,1,1,0.0,0.00028571428571428574
😮,7,2,9,0.002,0.0005714285714285715
🪽,0,2,2,0.0,0.0005714285714285715
🐭,5,0,5,0.0014285714285714286,0.0
🌏,0,1,1,0.0,0.00028571428571428574
🌶,2,0,2,0.0005714285714285715,0.0
🤡,6,0,6,0.0017142857142857142,0.0
🚮,1,0,1,0.00028571428571428574,0.0
🌎,0,1,1,0.0,0.00028571428571428574
🔥,16,27,43,0.004571428571428572,0.007714285714285714
🐺,0,1,1,0.0,0.00028571428571428574
💯,0,6,6,0.0,0.0017142857142857142
💫,0,1,1,0.0,0.00028571428571428574
♀,19,12,31,0.0054285714285714284,0.0034285714285714284
😩,2,3,5,0.0005714285714285715,0.0008571428571428571
⛔,0,1,1,0.0,0.00028571428571428574
🚀,0,4,4,0.0,0.001142857142857143
💖,0,36,36,0.0,0.010285714285714285
📒,0,1,1,0.0,0.00028571428571428574
😨,1,2,3,0.00028571428571428574,0.0005714285714285715
🤜,2,3,5,0.0005714285714285715,0.0008571428571428571
🤯,2,0,2,0.0005714285714285715,0.0
👮,0,4,4,0.0,0.001142857142857143
🌈,0,1,1,0.0,0.00028571428571428574
🌴,2,0,2,0.0005714285714285715,0.0
🤷,4,3,7,0.001142857142857143,0.0008571428571428571
