emoji,freq_odio,freq_nao_odio,freq_total,freq_odio_norm,freq_nao_odio_norm
😅,8,19,27,0.0015408320493066256,0.0016177096636866752
🍆,1,0,1,0.0001926040061633282,0.0
💪,3,11,14,0.0005778120184899846,0.0009365687526607067
🍋,0,1,1,0.0,8.514261387824607e-05
🏳,0,1,1,0.0,8.514261387824607e-05
🔄,1,2,3,0.0001926040061633282,0.00017028522775649213
🥰,14,40,54,0.002696456086286595,0.0034057045551298426
🕊,0,1,1,0.0,8.514261387824607e-05
✝,1,1,2,0.0001926040061633282,8.514261387824607e-05
☁,0,1,1,0.0,8.514261387824607e-05
☮,0,1,1,0.0,8.514261387824607e-05
😼,0,1,1,0.0,8.514261387824607e-05
🔃,0,2,2,0.0,0.00017028522775649213
🎭,0,1,1,0.0,8.514261387824607e-05
🐒,0,2,2,0.0,0.00017028522775649213
🤡,0,1,1,0.0,8.514261387824607e-05
▪,0,1,1,0.0,8.514261387824607e-05
💥,1,9,10,0.0001926040061633282,0.0007662835249042146
🛵,0,1,1,0.0,8.514261387824607e-05
⛓,0,2,2,0.0,0.00017028522775649213
🤩,4,20,24,0.0007704160246533128,0.0017028522775649213
🙃,1,4,5,0.0001926040061633282,0.00034057045551298427
🙁,1,2,3,0.0001926040061633282,0.00017028522775649213
📸,0,4,4,0.0,0.00034057045551298427
🍉,0,1,1,0.0,8.514261387824607e-05
🔁,0,1,1,0.0,8.514261387824607e-05
💛,5,14,19,0.000963020030816641,0.001191996594295445
💝,1,4,5,0.0001926040061633282,0.00034057045551298427
💞,6,9,15,0.0011556240369799693,0.0007662835249042146
👌,6,3,9,0.0011556240369799693,0.0002554278416347382
™,0,1,1,0.0,8.514261387824607e-05
⚒,0,1,1,0.0,8.514261387824607e-05
🍀,0,1,1,0.0,8.514261387824607e-05
👭,1,0,1,0.0001926040061633282,0.0
🔵,0,1,1,0.0,8.514261387824607e-05
📺,1,0,1,0.0001926040061633282,0.0
🏰,0,1,1,0.0,8.514261387824607e-05
😕,1,3,4,0.0001926040061633282,0.0002554278416347382
🦊,0,1,1,0.0,8.514261387824607e-05
🤗,0,8,8,0.0,0.0006811409110259685
⏬,0,1,1,0.0,8.514261387824607e-05
☄,0,2,2,0.0,0.00017028522775649213
♻,0,1,1,0.0,8.514261387824607e-05
🚀,1,1,2,0.0001926040061633282,8.514261387824607e-05
⚽,2,7,9,0.0003852080123266564,0.0005959982971477225
🦑,1,0,1,0.0001926040061633282,0.0
🍁,2,1,3,0.0003852080123266564,8.514261387824607e-05
🤦,27,53,80,0.005200308166409861,0.0045125585355470415
🌈,1,4,5,0.0001926040061633282,0.00034057045551298427
🌴,0,1,1,0.0,8.514261387824607e-05
🦅,0,1,1,0.0,8.514261387824607e-05
💆,0,1,1,0.0,8.514261387824607e-05
😉,5,20,25,0.000963020030816641,0.0017028522775649213
💣,1,1,2,0.0001926040061633282,8.514261387824607e-05
🥬,0,1,1,0.0,8.514261387824607e-05
😄,1,2,3,0.0001926040061633282,0.00017028522775649213
💕,3,18,21,0.0005778120184899846,0.0015325670498084292
😃,0,2,2,0.0,0.00017028522775649213
👧,0,2,2,0.0,0.00017028522775649213
👐,0,2,2,0.0,0.00017028522775649213
🍇,0,1,1,0.0,8.514261387824607e-05
😐,1,2,3,0.0001926040061633282,0.00017028522775649213
🔓,1,2,3,0.0001926040061633282,0.00017028522775649213
🤢,6,4,10,0.0011556240369799693,0.00034057045551298427
🤬,11,10,21,0.00211864406779661,0.0008514261387824606
😨,0,2,2,0.0,0.00017028522775649213
🙌,4,20,24,0.0007704160246533128,0.0017028522775649213
☠,0,1,1,0.0,8.514261387824607e-05
😮,1,1,2,0.0001926040061633282,8.514261387824607e-05
☯,0,1,1,0.0,8.514261387824607e-05
🍭,1,0,1,0.0001926040061633282,0.0
🗓,0,2,2,0.0,0.00017028522775649213
🔛,0,2,2,0.0,0.00017028522775649213
🔴,0,9,9,0.0,0.0007662835249042146
👊,2,11,13,0.0003852080123266564,0.0009365687526607067
🐶,0,1,1,0.0,8.514261387824607e-05
💜,5,16,21,0.000963020030816641,0.001362281822051937
💬,0,2,2,0.0,0.00017028522775649213
🏿,1,4,5,0.0001926040061633282,0.00034057045551298427
💰,0,1,1,0.0,8.514261387824607e-05
😤,8,10,18,0.0015408320493066256,0.0008514261387824606
🙄,12,29,41,0.0023112480739599386,0.0024691358024691358
⚛,1,1,2,0.0001926040061633282,8.514261387824607e-05
👠,1,0,1,0.0001926040061633282,0.0
🎂,2,6,8,0.0003852080123266564,0.0005108556832694764
😎,9,18,27,0.0017334360554699538,0.0015325670498084292
❌,0,2,2,0.0,0.00017028522775649213
😵,0,3,3,0.0,0.0002554278416347382
☺,2,6,8,0.0003852080123266564,0.0005108556832694764
🍻,2,9,11,0.0003852080123266564,0.0007662835249042146
🤔,6,26,32,0.0011556240369799693,0.002213707960834398
🐷,1,3,4,0.0001926040061633282,0.0002554278416347382
🔊,1,1,2,0.0001926040061633282,8.514261387824607e-05
❄,1,3,4,0.0001926040061633282,0.0002554278416347382
🙅,1,2,3,0.0001926040061633282,0.00017028522775649213
🐳,1,0,1,0.0001926040061633282,0.0
🐝,1,0,1,0.0001926040061633282,0.0
💔,4,26,30,0.0007704160246533128,0.002213707960834398
☕,0,2,2,0.0,0.00017028522775649213
💋,1,3,4,0.0001926040061633282,0.0002554278416347382
👍,14,41,55,0.002696456086286595,0.0034908471690080884
💟,1,1,2,0.0001926040061633282,8.514261387824607e-05
🚺,1,0,1,0.0001926040061633282,0.0
🤘,1,0,1,0.0001926040061633282,0.0
🤞,0,4,4,0.0,0.00034057045551298427
🔗,0,1,1,0.0,8.514261387824607e-05
🌸,1,6,7,0.0001926040061633282,0.0005108556832694764
😌,4,6,10,0.0007704160246533128,0.0005108556832694764
💏,0,5,5,0.0,0.0004257130693912303
😛,1,1,2,0.0001926040061633282,8.514261387824607e-05
🌟,1,1,2,0.0001926040061633282,8.514261387824607e-05
👈,1,1,2,0.0001926040061633282,8.514261387824607e-05
🔘,2,3,5,0.0003852080123266564,0.0002554278416347382
😜,1,7,8,0.0001926040061633282,0.0005959982971477225
😻,4,3,7,0.0007704160246533128,0.0002554278416347382
👶,0,3,3,0.0,0.0002554278416347382
🎯,0,3,3,0.0,0.0002554278416347382
🛒,0,1,1,0.0,8.514261387824607e-05
😍,31,102,133,0.005970724191063174,0.008684546615581098
💭,0,4,4,0.0,0.00034057045551298427
💖,6,18,24,0.0011556240369799693,0.0015325670498084292
😫,0,4,4,0.0,0.00034057045551298427
😶,1,1,2,0.0001926040061633282,8.514261387824607e-05
‼,1,2,3,0.0001926040061633282,0.00017028522775649213
🛸,0,1,1,0.0,8.514261387824607e-05
🥳,0,2,2,0.0,0.00017028522775649213
😭,18,65,83,0.0034668721109399076,0.005534269902085994
✍,0,2,2,0.0,0.00017028522775649213
😓,3,8,11,0.0005778120184899846,0.0006811409110259685
🤭,5,8,13,0.000963020030816641,0.0006811409110259685
🥤,0,1,1,0.0,8.514261387824607e-05
▶,0,1,1,0.0,8.514261387824607e-05
🤙,1,9,10,0.0001926040061633282,0.0007662835249042146
😗,0,1,1,0.0,8.514261387824607e-05
🥑,0,1,1,0.0,8.514261387824607e-05
🤛,0,2,2,0.0,0.00017028522775649213
😘,5,18,23,0.000963020030816641,0.0015325670498084292
😬,2,7,9,0.0003852080123266564,0.0005959982971477225
💃,1,8,9,0.0001926040061633282,0.0006811409110259685
🤑,2,6,8,0.0003852080123266564,0.0005108556832694764
🍰,0,2,2,0.0,0.00017028522775649213
🏽,9,19,28,0.0017334360554699538,0.0016177096636866752
💑,0,1,1,0.0,8.514261387824607e-05
🐤,0,1,1,0.0,8.514261387824607e-05
😔,7,40,47,0.0013482280431432975,0.0034057045551298426
😪,4,9,13,0.0007704160246533128,0.0007662835249042146
🥶,1,3,4,0.0001926040061633282,0.0002554278416347382
💓,2,7,9,0.0003852080123266564,0.0005959982971477225
🤷,5,16,21,0.000963020030816641,0.001362281822051937
⛔,0,1,1,0.0,8.514261387824607e-05
💉,0,2,2,0.0,0.00017028522775649213
🗣,1,5,6,0.0001926040061633282,0.0004257130693912303
📌,0,4,4,0.0,0.00034057045551298427
🥺,5,23,28,0.000963020030816641,0.0019582801191996594
🚗,0,3,3,0.0,0.0002554278416347382
👁,0,2,2,0.0,0.00017028522775649213
🌺,1,4,5,0.0001926040061633282,0.00034057045551298427
🔔,0,1,1,0.0,8.514261387824607e-05
🤾,1,0,1,0.0001926040061633282,0.0
✈,0,2,2,0.0,0.00017028522775649213
🌻,0,3,3,0.0,0.0002554278416347382
🤤,16,19,35,0.0030816640986132513,0.0016177096636866752
👫,0,1,1,0.0,8.514261387824607e-05
🧡,1,3,4,0.0001926040061633282,0.0002554278416347382
⤵,0,1,1,0.0,8.514261387824607e-05
🏾,8,31,39,0.0015408320493066256,0.002639421030225628
🏀,0,1,1,0.0,8.514261387824607e-05
🏸,0,1,1,0.0,8.514261387824607e-05
😩,3,12,15,0.0005778120184899846,0.0010217113665389529
👨,0,1,1,0.0,8.514261387824607e-05
⚠,0,6,6,0.0,0.0005108556832694764
📻,0,2,2,0.0,0.00017028522775649213
🌹,0,3,3,0.0,0.0002554278416347382
💎,0,1,1,0.0,8.514261387824607e-05
😖,3,4,7,0.0005778120184899846,0.00034057045551298427
🍼,0,1,1,0.0,8.514261387824607e-05
💨,0,2,2,0.0,0.00017028522775649213
😳,1,2,3,0.0001926040061633282,0.00017028522775649213
🥴,2,7,9,0.0003852080123266564,0.0005959982971477225
🕺,0,2,2,0.0,0.00017028522775649213
💵,0,1,1,0.0,8.514261387824607e-05
📲,0,2,2,0.0,0.00017028522775649213
⭐,0,2,2,0.0,0.00017028522775649213
🙈,2,0,2,0.0003852080123266564,0.0
📱,0,1,1,0.0,8.514261387824607e-05
💫,0,2,2,0.0,0.00017028522775649213
🏼,6,27,33,0.0011556240369799693,0.0022988505747126436
🐼,0,1,1,0.0,8.514261387824607e-05
👙,0,1,1,0.0,8.514261387824607e-05
👽,0,5,5,0.0,0.0004257130693912303
🎵,1,7,8,0.0001926040061633282,0.0005959982971477225
👎,1,6,7,0.0001926040061633282,0.0005108556832694764
👬,0,2,2,0.0,0.00017028522775649213
🧐,0,3,3,0.0,0.0002554278416347382
🌚,0,1,1,0.0,8.514261387824607e-05
🤠,0,4,4,0.0,0.00034057045551298427
😋,6,10,16,0.0011556240369799693,0.0008514261387824606
🍞,0,1,1,0.0,8.514261387824607e-05
🏟,0,1,1,0.0,8.514261387824607e-05
😴,2,5,7,0.0003852080123266564,0.0004257130693912303
⏳,0,1,1,0.0,8.514261387824607e-05
🤫,3,6,9,0.0005778120184899846,0.0005108556832694764
😀,2,2,4,0.0003852080123266564,0.00017028522775649213
📝,0,2,2,0.0,0.00017028522775649213
📢,0,1,1,0.0,8.514261387824607e-05
😲,0,3,3,0.0,0.0002554278416347382
👮,1,2,3,0.0001926040061633282,0.00017028522775649213
✊,0,6,6,0.0,0.0005108556832694764
🌽,0,1,1,0.0,8.514261387824607e-05
😹,0,5,5,0.0,0.0004257130693912303
💯,0,3,3,0.0,0.0002554278416347382
♥,3,19,22,0.0005778120184899846,0.0016177096636866752
🤟,0,1,1,0.0,8.514261387824607e-05
⚪,2,3,5,0.0003852080123266564,0.0002554278416347382
🐑,0,1,1,0.0,8.514261387824607e-05
🥃,0,1,1,0.0,8.514261387824607e-05
🔐,0,2,2,0.0,0.00017028522775649213
🥵,8,13,21,0.0015408320493066256,0.001106853980417199
☀,0,1,1,0.0,8.514261387824607e-05
😰,0,4,4,0.0,0.00034057045551298427
🍿,0,4,4,0.0,0.00034057045551298427
🍥,0,1,1,0.0,8.514261387824607e-05
🌍,2,0,2,0.0003852080123266564,0.0
🖕,1,1,2,0.0001926040061633282,8.514261387824607e-05
🌱,0,1,1,0.0,8.514261387824607e-05
🙆,0,5,5,0.0,0.0004257130693912303
🥂,0,1,1,0.0,8.514261387824607e-05
📚,0,2,2,0.0,0.00017028522775649213
🌠,0,1,1,0.0,8.514261387824607e-05
🤨,0,2,2,0.0,0.00017028522775649213
📽,0,1,1,0.0,8.514261387824607e-05
👼,0,1,1,0.0,8.514261387824607e-05
😦,0,1,1,0.0,8.514261387824607e-05
🤯,0,4,4,0.0,0.00034057045551298427
🎧,0,1,1,0.0,8.514261387824607e-05
💼,0,1,1,0.0,8.514261387824607e-05
🏻,18,73,91,0.0034668721109399076,0.0062154108131119625
🤪,9,21,30,0.0017334360554699538,0.0017879948914431673
💢,0,1,1,0.0,8.514261387824607e-05
🌧,0,1,1,0.0,8.514261387824607e-05
😟,0,3,3,0.0,0.0002554278416347382
👺,3,4,7,0.0005778120184899846,0.00034057045551298427
👋,0,1,1,0.0,8.514261387824607e-05
♀,16,38,54,0.0030816640986132513,0.0032354193273733504
💙,2,19,21,0.0003852080123266564,0.0016177096636866752
🍑,1,0,1,0.0001926040061633282,0.0
👀,4,4,8,0.0007704160246533128,0.00034057045551298427
😇,2,5,7,0.0003852080123266564,0.0004257130693912303
🌼,0,1,1,0.0,8.514261387824607e-05
✨,9,15,24,0.0017334360554699538,0.001277139208173691
🚘,0,1,1,0.0,8.514261387824607e-05
❣,2,4,6,0.0003852080123266564,0.00034057045551298427
🚹,1,0,1,0.0001926040061633282,0.0
🌳,0,1,1,0.0,8.514261387824607e-05
🎺,0,1,1,0.0,8.514261387824607e-05
💗,2,10,12,0.0003852080123266564,0.0008514261387824606
🎤,0,2,2,0.0,0.00017028522775649213
😙,0,2,2,0.0,0.00017028522775649213
🐈,0,1,1,0.0,8.514261387824607e-05
🙍,0,1,1,0.0,8.514261387824607e-05
💅,0,1,1,0.0,8.514261387824607e-05
😆,1,6,7,0.0001926040061633282,0.0005108556832694764
😚,3,3,6,0.0005778120184899846,0.0002554278416347382
😒,10,14,24,0.001926040061633282,0.001191996594295445
🕑,0,1,1,0.0,8.514261387824607e-05
