emoji,freq_odio,freq_nao_odio,freq_total,freq_odio_norm,freq_nao_odio_norm
😑,3,0,3,0.0005053908355795149,0.0
😨,1,1,2,0.00016846361185983828,0.000984251968503937
👠,2,0,2,0.00033692722371967657,0.0
®,1,0,1,0.00016846361185983828,0.0
🤮,153,0,153,0.025774932614555258,0.0
🤫,3,2,5,0.0005053908355795149,0.001968503937007874
👇,8,0,8,0.0013477088948787063,0.0
💚,2,0,2,0.00033692722371967657,0.0
💀,8,0,8,0.0013477088948787063,0.0
❤,34,16,50,0.0057277628032345014,0.015748031496062992
💭,1,0,1,0.00016846361185983828,0.0
🧐,1,0,1,0.00016846361185983828,0.0
🤦,32,7,39,0.005390835579514825,0.006889763779527559
🍀,0,1,1,0.0,0.000984251968503937
🐴,0,1,1,0.0,0.000984251968503937
🤧,1,1,2,0.00016846361185983828,0.000984251968503937
🌵,0,1,1,0.0,0.000984251968503937
🏆,1,2,3,0.00016846361185983828,0.001968503937007874
🙊,1,0,1,0.00016846361185983828,0.0
💣,1,0,1,0.00016846361185983828,0.0
☑,1,0,1,0.00016846361185983828,0.0
😷,1,0,1,0.00016846361185983828,0.0
🤩,7,1,8,0.0011792452830188679,0.000984251968503937
🌟,0,1,1,0.0,0.000984251968503937
🤌,7,3,10,0.0011792452830188679,0.002952755905511811
🦑,1,0,1,0.00016846361185983828,0.0
🧠,1,0,1,0.00016846361185983828,0.0
😆,17,0,17,0.0028638814016172507,0.0
🥴,3,0,3,0.0005053908355795149,0.0
♀,13,5,18,0.0021900269541778976,0.004921259842519685
😎,4,1,5,0.0006738544474393531,0.000984251968503937
😹,1,4,5,0.00016846361185983828,0.003937007874015748
😝,4,0,4,0.0006738544474393531,0.0
😒,15,12,27,0.002526954177897574,0.011811023622047244
🦋,4,0,4,0.0006738544474393531,0.0
🫀,1,0,1,0.00016846361185983828,0.0
👑,1,0,1,0.00016846361185983828,0.0
💔,4,0,4,0.0006738544474393531,0.0
🤯,3,0,3,0.0005053908355795149,0.0
👃,0,1,1,0.0,0.000984251968503937
😓,5,1,6,0.0008423180592991914,0.000984251968503937
😛,4,0,4,0.0006738544474393531,0.0
😬,3,0,3,0.0005053908355795149,0.0
🏻,22,6,28,0.003706199460916442,0.005905511811023622
🍞,1,0,1,0.00016846361185983828,0.0
😳,6,7,13,0.0010107816711590297,0.006889763779527559
❌,2,0,2,0.00033692722371967657,0.0
😴,4,0,4,0.0006738544474393531,0.0
🚬,1,1,2,0.00016846361185983828,0.000984251968503937
✊,0,5,5,0.0,0.004921259842519685
🙉,2,0,2,0.00033692722371967657,0.0
🔫,2,1,3,0.00033692722371967657,0.000984251968503937
😪,1,2,3,0.00016846361185983828,0.001968503937007874
✌,7,2,9,0.0011792452830188679,0.001968503937007874
😤,11,0,11,0.001853099730458221,0.0
🤤,6,0,6,0.0010107816711590297,0.0
💙,3,1,4,0.0005053908355795149,0.000984251968503937
🙈,3,0,3,0.0005053908355795149,0.0
🙏,11,5,16,0.001853099730458221,0.004921259842519685
🔒,1,0,1,0.00016846361185983828,0.0
🤢,25,1,26,0.0042115902964959566,0.000984251968503937
🤨,1,2,3,0.00016846361185983828,0.001968503937007874
😟,1,0,1,0.00016846361185983828,0.0
😄,0,1,1,0.0,0.000984251968503937
🙅,3,0,3,0.0005053908355795149,0.0
🟩,16,0,16,0.0026954177897574125,0.0
🥳,2,0,2,0.00033692722371967657,0.0
🎶,3,0,3,0.0005053908355795149,0.0
🌳,1,0,1,0.00016846361185983828,0.0
🤝,1,0,1,0.00016846361185983828,0.0
🐻,2,0,2,0.00033692722371967657,0.0
🌸,1,0,1,0.00016846361185983828,0.0
🐍,1,0,1,0.00016846361185983828,0.0
😻,1,1,2,0.00016846361185983828,0.000984251968503937
😂,248,36,284,0.04177897574123989,0.03543307086614173
⭐,1,0,1,0.00016846361185983828,0.0
🍻,1,0,1,0.00016846361185983828,0.0
🐉,0,1,1,0.0,0.000984251968503937
🏾,11,5,16,0.001853099730458221,0.004921259842519685
🐮,1,1,2,0.00016846361185983828,0.000984251968503937
☺,3,0,3,0.0005053908355795149,0.0
😮,3,0,3,0.0005053908355795149,0.0
🤠,1,0,1,0.00016846361185983828,0.0
🎪,1,0,1,0.00016846361185983828,0.0
🏗,1,0,1,0.00016846361185983828,0.0
🖤,0,1,1,0.0,0.000984251968503937
🚩,3,0,3,0.0005053908355795149,0.0
🤭,5,4,9,0.0008423180592991914,0.003937007874015748
😌,1,0,1,0.00016846361185983828,0.0
🤪,6,0,6,0.0010107816711590297,0.0
😯,1,0,1,0.00016846361185983828,0.0
🗑,1,0,1,0.00016846361185983828,0.0
💩,31,0,31,0.0052223719676549865,0.0
😊,5,0,5,0.0008423180592991914,0.0
🎉,1,0,1,0.00016846361185983828,0.0
👎,9,0,9,0.0015161725067385444,0.0
😡,39,10,49,0.006570080862533693,0.00984251968503937
👫,1,0,1,0.00016846361185983828,0.0
👀,15,1,16,0.002526954177897574,0.000984251968503937
🌈,4,0,4,0.0006738544474393531,0.0
👬,2,0,2,0.00033692722371967657,0.0
😉,12,2,14,0.0020215633423180594,0.001968503937007874
💥,1,0,1,0.00016846361185983828,0.0
😥,5,0,5,0.0008423180592991914,0.0
😲,5,0,5,0.0008423180592991914,0.0
🥺,10,4,14,0.0016846361185983828,0.003937007874015748
😱,5,1,6,0.0008423180592991914,0.000984251968503937
😅,16,1,17,0.0026954177897574125,0.000984251968503937
🙂,1,0,1,0.00016846361185983828,0.0
🤬,32,1,33,0.005390835579514825,0.000984251968503937
🔞,1,0,1,0.00016846361185983828,0.0
💯,1,0,1,0.00016846361185983828,0.0
😠,21,1,22,0.003537735849056604,0.000984251968503937
💗,2,0,2,0.00033692722371967657,0.0
🖕,23,0,23,0.00387466307277628,0.0
🧹,1,0,1,0.00016846361185983828,0.0
💖,0,1,1,0.0,0.000984251968503937
😾,2,0,2,0.00033692722371967657,0.0
😜,2,0,2,0.00033692722371967657,0.0
🐵,1,0,1,0.00016846361185983828,0.0
🏼,29,9,38,0.00488544474393531,0.008858267716535433
🔰,1,0,1,0.00016846361185983828,0.0
👻,1,0,1,0.00016846361185983828,0.0
🎯,1,0,1,0.00016846361185983828,0.0
🏽,21,1,22,0.003537735849056604,0.000984251968503937
👹,10,0,10,0.0016846361185983828,0.0
🗣,10,2,12,0.0016846361185983828,0.001968503937007874
👈,1,1,2,0.00016846361185983828,0.000984251968503937
☹,2,0,2,0.00033692722371967657,0.0
🔥,16,0,16,0.0026954177897574125,0.0
💪,10,0,10,0.0016846361185983828,0.0
👏,42,23,65,0.007075471698113208,0.022637795275590553
🐦,1,0,1,0.00016846361185983828,0.0
👭,2,0,2,0.00033692722371967657,0.0
💛,2,0,2,0.00033692722371967657,0.0
💋,1,0,1,0.00016846361185983828,0.0
🏃,3,0,3,0.0005053908355795149,0.0
⚖,1,0,1,0.00016846361185983828,0.0
😕,2,3,5,0.00033692722371967657,0.002952755905511811
🦆,1,0,1,0.00016846361185983828,0.0
✅,1,0,1,0.00016846361185983828,0.0
👩,3,0,3,0.0005053908355795149,0.0
🥰,17,9,26,0.0028638814016172507,0.008858267716535433
👁,1,1,2,0.00016846361185983828,0.000984251968503937
😞,4,1,5,0.0006738544474393531,0.000984251968503937
🤗,0,1,1,0.0,0.000984251968503937
📸,1,0,1,0.00016846361185983828,0.0
🤷,7,4,11,0.0011792452830188679,0.003937007874015748
🙄,17,1,18,0.0028638814016172507,0.000984251968503937
💸,3,0,3,0.0005053908355795149,0.0
💫,4,0,4,0.0006738544474393531,0.0
🥋,2,0,2,0.00033692722371967657,0.0
❓,0,6,6,0.0,0.005905511811023622
🤔,19,0,19,0.003200808625336927,0.0
😫,2,1,3,0.00033692722371967657,0.000984251968503937
🐃,0,1,1,0.0,0.000984251968503937
🐆,2,0,2,0.00033692722371967657,0.0
💕,1,0,1,0.00016846361185983828,0.0
👋,3,0,3,0.0005053908355795149,0.0
🙌,4,2,6,0.0006738544474393531,0.001968503937007874
🏿,8,10,18,0.0013477088948787063,0.00984251968503937
