emoji,freq_odio,freq_nao_odio,freq_total,freq_odio_norm,freq_nao_odio_norm
👏,25,19,44,0.005615453728661276,0.024934383202099737
🤑,1,0,1,0.00022461814914645105,0.0
👇,8,0,8,0.0017969451931716084,0.0
🔒,1,0,1,0.00022461814914645105,0.0
🤔,10,0,10,0.0022461814914645105,0.0
🚫,1,0,1,0.00022461814914645105,0.0
🤤,6,0,6,0.0013477088948787063,0.0
😣,0,2,2,0.0,0.0026246719160104987
☺,3,0,3,0.0006738544474393531,0.0
🖕,7,0,7,0.0015723270440251573,0.0
🤗,0,1,1,0.0,0.0013123359580052493
😛,2,0,2,0.0004492362982929021,0.0
🍪,3,0,3,0.0006738544474393531,0.0
👋,3,0,3,0.0006738544474393531,0.0
😾,2,0,2,0.0004492362982929021,0.0
😝,4,0,4,0.0008984725965858042,0.0
😫,1,1,2,0.00022461814914645105,0.0013123359580052493
🚩,3,0,3,0.0006738544474393531,0.0
🏾,6,5,11,0.0013477088948787063,0.006561679790026247
👬,2,0,2,0.0004492362982929021,0.0
🤨,1,2,3,0.00022461814914645105,0.0026246719160104987
🖤,0,1,1,0.0,0.0013123359580052493
😏,1,0,1,0.00022461814914645105,0.0
👠,2,0,2,0.0004492362982929021,0.0
👊,15,2,17,0.0033692722371967657,0.0026246719160104987
💖,0,1,1,0.0,0.0013123359580052493
💀,3,0,3,0.0006738544474393531,0.0
🐮,0,1,1,0.0,0.0013123359580052493
😬,3,0,3,0.0006738544474393531,0.0
🙊,1,0,1,0.00022461814914645105,0.0
😚,2,0,2,0.0004492362982929021,0.0
😊,2,0,2,0.0004492362982929021,0.0
👃,0,1,1,0.0,0.0013123359580052493
🤷,6,4,10,0.0013477088948787063,0.005249343832020997
🏻,15,4,19,0.0033692722371967657,0.005249343832020997
🐵,1,0,1,0.00022461814914645105,0.0
🤠,1,0,1,0.00022461814914645105,0.0
😩,4,0,4,0.0008984725965858042,0.0
👭,2,0,2,0.0004492362982929021,0.0
😨,1,1,2,0.00022461814914645105,0.0013123359580052493
🟨,12,0,12,0.0026954177897574125,0.0
😒,11,12,23,0.0024707996406109615,0.015748031496062992
👹,2,0,2,0.0004492362982929021,0.0
👫,1,0,1,0.00022461814914645105,0.0
❌,2,0,2,0.0004492362982929021,0.0
😲,1,0,1,0.00022461814914645105,0.0
😍,21,2,23,0.0047169811320754715,0.0026246719160104987
🤭,5,3,8,0.0011230907457322552,0.003937007874015748
🎶,3,0,3,0.0006738544474393531,0.0
🐂,1,0,1,0.00022461814914645105,0.0
🌈,4,0,4,0.0008984725965858042,0.0
🔐,1,0,1,0.00022461814914645105,0.0
😥,4,0,4,0.0008984725965858042,0.0
💋,1,0,1,0.00022461814914645105,0.0
🤬,22,1,23,0.004941599281221923,0.0013123359580052493
🔪,1,0,1,0.00022461814914645105,0.0
🤣,203,32,235,0.04559748427672956,0.04199475065616798
📖,1,0,1,0.00022461814914645105,0.0
😮,3,0,3,0.0006738544474393531,0.0
🤍,0,1,1,0.0,0.0013123359580052493
🦲,1,0,1,0.00022461814914645105,0.0
✊,0,5,5,0.0,0.006561679790026247
😔,4,5,9,0.0008984725965858042,0.006561679790026247
😑,3,0,3,0.0006738544474393531,0.0
😅,16,1,17,0.0035938903863432167,0.0013123359580052493
😎,3,1,4,0.0006738544474393531,0.0013123359580052493
❤,23,10,33,0.005166217430368374,0.013123359580052493
🐦,1,0,1,0.00022461814914645105,0.0
😄,0,1,1,0.0,0.0013123359580052493
😡,28,10,38,0.006289308176100629,0.013123359580052493
🥕,1,0,1,0.00022461814914645105,0.0
