emoji,freq_odio,freq_nao_odio,freq_total,freq_odio_norm,freq_nao_odio_norm
🌽,0,1,1,0.0,0.00015365703749231714
😠,4,7,11,0.0002760143527463428,0.0010755992624462201
🍇,0,1,1,0.0,0.00015365703749231714
🥶,1,3,4,6.90035881865857e-05,0.00046097111247695143
⛄,0,1,1,0.0,0.00015365703749231714
☺,2,6,8,0.0001380071763731714,0.0009219422249539029
⚪,2,3,5,0.0001380071763731714,0.00046097111247695143
😖,3,4,7,0.0002070107645597571,0.0006146281499692685
💣,1,1,2,6.90035881865857e-05,0.00015365703749231714
🍻,2,9,11,0.0001380071763731714,0.0013829133374308542
😊,2,6,8,0.0001380071763731714,0.0009219422249539029
😵,0,3,3,0.0,0.00046097111247695143
🐝,1,0,1,6.90035881865857e-05,0.0
⭐,0,2,2,0.0,0.00030731407498463427
🌺,1,4,5,6.90035881865857e-05,0.0006146281499692685
🤚,0,1,1,0.0,0.00015365703749231714
✌,3,9,12,0.0002070107645597571,0.0013829133374308542
🤙,1,9,10,6.90035881865857e-05,0.0013829133374308542
⚡,0,2,2,0.0,0.00030731407498463427
🚹,1,0,1,6.90035881865857e-05,0.0
🚘,0,1,1,0.0,0.00015365703749231714
🥑,0,1,1,0.0,0.00015365703749231714
💏,0,5,5,0.0,0.0007682851874615857
🔻,0,1,1,0.0,0.00015365703749231714
😼,0,1,1,0.0,0.00015365703749231714
🔝,0,2,2,0.0,0.00030731407498463427
⚛,1,1,2,6.90035881865857e-05,0.00015365703749231714
🙌,4,20,24,0.0002760143527463428,0.003073140749846343
😐,1,2,3,6.90035881865857e-05,0.00030731407498463427
🍪,0,1,1,0.0,0.00015365703749231714
🍋,0,1,1,0.0,0.00015365703749231714
💅,0,1,1,0.0,0.00015365703749231714
🌿,0,1,1,0.0,0.00015365703749231714
🤠,0,4,4,0.0,0.0006146281499692685
🐒,0,2,2,0.0,0.00030731407498463427
😢,3,7,10,0.0002070107645597571,0.0010755992624462201
💘,4,10,14,0.0002760143527463428,0.0015365703749231714
👩,0,2,2,0.0,0.00030731407498463427
💑,0,1,1,0.0,0.00015365703749231714
🤮,11,9,20,0.0007590394700524427,0.0013829133374308542
🤬,11,10,21,0.0007590394700524427,0.0015365703749231714
🌨,0,1,1,0.0,0.00015365703749231714
🚀,1,1,2,6.90035881865857e-05,0.00015365703749231714
👉,1,13,14,6.90035881865857e-05,0.001997541487400123
👽,0,5,5,0.0,0.0007682851874615857
🥰,14,40,54,0.0009660502346121999,0.006146281499692686
💥,1,9,10,6.90035881865857e-05,0.0013829133374308542
🌷,0,2,2,0.0,0.00030731407498463427
🚗,0,3,3,0.0,0.00046097111247695143
🌍,2,0,2,0.0001380071763731714,0.0
🤷,5,16,21,0.0003450179409329285,0.002458512599877074
😒,10,14,24,0.000690035881865857,0.0021511985248924403
‼,1,2,3,6.90035881865857e-05,0.00030731407498463427
🏃,0,3,3,0.0,0.00046097111247695143
❌,0,2,2,0.0,0.00030731407498463427
👇,1,5,6,6.90035881865857e-05,0.0007682851874615857
😭,18,65,83,0.0012420645873585426,0.009987707437000615
🥇,1,2,3,6.90035881865857e-05,0.00030731407498463427
👁,0,2,2,0.0,0.00030731407498463427
🍞,0,1,1,0.0,0.00015365703749231714
☮,0,1,1,0.0,0.00015365703749231714
🌠,0,1,1,0.0,0.00015365703749231714
💪,3,11,14,0.0002070107645597571,0.0016902274124154886
🐤,0,1,1,0.0,0.00015365703749231714
🕑,0,1,1,0.0,0.00015365703749231714
💖,6,18,24,0.0004140215291195142,0.0027658266748617085
▶,0,1,1,0.0,0.00015365703749231714
🎬,1,2,3,6.90035881865857e-05,0.00030731407498463427
📸,0,4,4,0.0,0.0006146281499692685
💸,0,2,2,0.0,0.00030731407498463427
✨,9,15,24,0.0006210322936792713,0.0023048555623847574
🔊,1,1,2,6.90035881865857e-05,0.00015365703749231714
🐶,0,1,1,0.0,0.00015365703749231714
💋,1,3,4,6.90035881865857e-05,0.00046097111247695143
😤,8,10,18,0.0005520287054926856,0.0015365703749231714
😃,0,2,2,0.0,0.00030731407498463427
🤓,0,3,3,0.0,0.00046097111247695143
📊,0,1,1,0.0,0.00015365703749231714
💓,2,7,9,0.0001380071763731714,0.0010755992624462201
🦅,0,1,1,0.0,0.00015365703749231714
💼,0,1,1,0.0,0.00015365703749231714
👨,0,1,1,0.0,0.00015365703749231714
⏱,0,3,3,0.0,0.00046097111247695143
⚖,0,1,1,0.0,0.00015365703749231714
💙,2,19,21,0.0001380071763731714,0.0029194837123540257
🍴,1,1,2,6.90035881865857e-05,0.00015365703749231714
❄,1,3,4,6.90035881865857e-05,0.00046097111247695143
🐈,0,1,1,0.0,0.00015365703749231714
💚,6,16,22,0.0004140215291195142,0.002458512599877074
😉,5,20,25,0.0003450179409329285,0.003073140749846343
🎊,2,3,5,0.0001380071763731714,0.00046097111247695143
💭,0,4,4,0.0,0.0006146281499692685
🛒,0,1,1,0.0,0.00015365703749231714
🥤,0,1,1,0.0,0.00015365703749231714
💉,0,2,2,0.0,0.00030731407498463427
❓,0,1,1,0.0,0.00015365703749231714
🍃,0,1,1,0.0,0.00015365703749231714
🏟,0,1,1,0.0,0.00015365703749231714
👶,0,3,3,0.0,0.00046097111247695143
🛫,0,1,1,0.0,0.00015365703749231714
😓,3,8,11,0.0002070107645597571,0.001229256299938537
😹,0,5,5,0.0,0.0007682851874615857
💆,0,1,1,0.0,0.00015365703749231714
🍰,0,2,2,0.0,0.00030731407498463427
😨,0,2,2,0.0,0.00030731407498463427
🌟,1,1,2,6.90035881865857e-05,0.00015365703749231714
🚔,0,1,1,0.0,0.00015365703749231714
💃,1,8,9,6.90035881865857e-05,0.001229256299938537
❣,2,4,6,0.0001380071763731714,0.0006146281499692685
🤛,0,2,2,0.0,0.00030731407498463427
🤯,0,4,4,0.0,0.0006146281499692685
🍳,0,2,2,0.0,0.00030731407498463427
🕺,0,2,2,0.0,0.00030731407498463427
🏻,18,73,91,0.0012420645873585426,0.011216963736939152
🛵,0,1,1,0.0,0.00015365703749231714
❗,0,1,1,0.0,0.00015365703749231714
✔,2,3,5,0.0001380071763731714,0.00046097111247695143
✋,0,3,3,0.0,0.00046097111247695143
😘,5,18,23,0.0003450179409329285,0.0027658266748617085
🌸,1,6,7,6.90035881865857e-05,0.0009219422249539029
🤦,27,53,80,0.001863096881037814,0.008143822987092809
🚌,0,1,1,0.0,0.00015365703749231714
🎈,0,1,1,0.0,0.00015365703749231714
🆘,1,1,2,6.90035881865857e-05,0.00015365703749231714
🙍,0,1,1,0.0,0.00015365703749231714
💦,1,0,1,6.90035881865857e-05,0.0
👼,0,1,1,0.0,0.00015365703749231714
🗓,0,2,2,0.0,0.00030731407498463427
⛓,0,2,2,0.0,0.00030731407498463427
☠,0,1,1,0.0,0.00015365703749231714
📚,0,2,2,0.0,0.00030731407498463427
💌,1,0,1,6.90035881865857e-05,0.0
💩,0,3,3,0.0,0.00046097111247695143
🔵,0,1,1,0.0,0.00015365703749231714
✅,1,5,6,6.90035881865857e-05,0.0007682851874615857
😀,2,2,4,0.0001380071763731714,0.00030731407498463427
🚩,1,4,5,6.90035881865857e-05,0.0006146281499692685
🤫,3,6,9,0.0002070107645597571,0.0009219422249539029
⤵,0,1,1,0.0,0.00015365703749231714
👊,2,11,13,0.0001380071763731714,0.0016902274124154886
💬,0,2,2,0.0,0.00030731407498463427
😅,8,19,27,0.0005520287054926856,0.0029194837123540257
⚫,0,8,8,0.0,0.001229256299938537
⏳,0,1,1,0.0,0.00015365703749231714
🍼,0,1,1,0.0,0.00015365703749231714
📢,0,1,1,0.0,0.00015365703749231714
😁,3,7,10,0.0002070107645597571,0.0010755992624462201
🏽,9,19,28,0.0006210322936792713,0.0029194837123540257
🔃,0,2,2,0.0,0.00030731407498463427
👏,2,31,33,0.0001380071763731714,0.004763368162261831
✈,0,2,2,0.0,0.00030731407498463427
👠,1,0,1,6.90035881865857e-05,0.0
🤞,0,4,4,0.0,0.0006146281499692685
🥵,8,13,21,0.0005520287054926856,0.001997541487400123
😬,2,7,9,0.0001380071763731714,0.0010755992624462201
👫,0,1,1,0.0,0.00015365703749231714
🥳,0,2,2,0.0,0.00030731407498463427
🎙,0,3,3,0.0,0.00046097111247695143
🗣,1,5,6,6.90035881865857e-05,0.0007682851874615857
😳,1,2,3,6.90035881865857e-05,0.00030731407498463427
⚒,0,1,1,0.0,0.00015365703749231714
🤨,0,2,2,0.0,0.00030731407498463427
🎼,0,2,2,0.0,0.00030731407498463427
🐳,1,0,1,6.90035881865857e-05,0.0
👀,4,4,8,0.0002760143527463428,0.0006146281499692685
🎯,0,3,3,0.0,0.00046097111247695143
😎,9,18,27,0.0006210322936792713,0.0027658266748617085
😔,7,40,47,0.00048302511730609994,0.006146281499692686
🔞,2,1,3,0.0001380071763731714,0.00015365703749231714
🙈,2,0,2,0.0001380071763731714,0.0
🔨,0,1,1,0.0,0.00015365703749231714
🍭,1,0,1,6.90035881865857e-05,0.0
😡,21,32,53,0.0014490753519182998,0.004917025199754148
🏸,0,1,1,0.0,0.00015365703749231714
☯,0,1,1,0.0,0.00015365703749231714
📝,0,2,2,0.0,0.00030731407498463427
👐,0,2,2,0.0,0.00030731407498463427
🚨,0,5,5,0.0,0.0007682851874615857
✝,1,1,2,6.90035881865857e-05,0.00015365703749231714
📺,1,0,1,6.90035881865857e-05,0.0
🤝,0,2,2,0.0,0.00030731407498463427
🌳,0,1,1,0.0,0.00015365703749231714
💻,0,1,1,0.0,0.00015365703749231714
🥬,0,1,1,0.0,0.00015365703749231714
💵,0,1,1,0.0,0.00015365703749231714
🚫,0,3,3,0.0,0.00046097111247695143
🙃,1,4,5,6.90035881865857e-05,0.0006146281499692685
🎤,0,2,2,0.0,0.00030731407498463427
☕,0,2,2,0.0,0.00030731407498463427
💗,2,10,12,0.0001380071763731714,0.0015365703749231714
👈,1,1,2,6.90035881865857e-05,0.00015365703749231714
♀,16,38,54,0.0011040574109853713,0.005838967424708051
😜,1,7,8,6.90035881865857e-05,0.0010755992624462201
🔐,0,2,2,0.0,0.00030731407498463427
👌,6,3,9,0.0004140215291195142,0.00046097111247695143
📻,0,2,2,0.0,0.00030731407498463427
🥃,0,1,1,0.0,0.00015365703749231714
🧡,1,3,4,6.90035881865857e-05,0.00046097111247695143
☹,1,4,5,6.90035881865857e-05,0.0006146281499692685
♂,13,29,42,0.0008970466464256142,0.004456054087277198
🕊,0,1,1,0.0,0.00015365703749231714
🎶,2,20,22,0.0001380071763731714,0.003073140749846343
🤕,1,1,2,6.90035881865857e-05,0.00015365703749231714
🤐,0,2,2,0.0,0.00030731407498463427
™,0,1,1,0.0,0.00015365703749231714
🖕,1,1,2,6.90035881865857e-05,0.00015365703749231714
🎵,1,7,8,6.90035881865857e-05,0.0010755992624462201
😙,0,2,2,0.0,0.00030731407498463427
🍿,0,4,4,0.0,0.0006146281499692685
🐼,0,1,1,0.0,0.00015365703749231714
💡,0,1,1,0.0,0.00015365703749231714
🧐,0,3,3,0.0,0.00046097111247695143
🔪,0,1,1,0.0,0.00015365703749231714
👦,0,3,3,0.0,0.00046097111247695143
🍆,1,0,1,6.90035881865857e-05,0.0
🥋,1,3,4,6.90035881865857e-05,0.00046097111247695143
🌼,0,1,1,0.0,0.00015365703749231714
💜,5,16,21,0.0003450179409329285,0.002458512599877074
🎨,0,1,1,0.0,0.00015365703749231714
🐎,0,1,1,0.0,0.00015365703749231714
🍛,0,1,1,0.0,0.00015365703749231714
🤪,9,21,30,0.0006210322936792713,0.00322679778733866
😱,3,8,11,0.0002070107645597571,0.001229256299938537
😑,2,3,5,0.0001380071763731714,0.00046097111247695143
🤔,6,26,32,0.0004140215291195142,0.003995082974800246
👮,1,2,3,6.90035881865857e-05,0.00030731407498463427
🌈,1,4,5,6.90035881865857e-05,0.0006146281499692685
🎭,0,1,1,0.0,0.00015365703749231714
😏,1,15,16,6.90035881865857e-05,0.0023048555623847574
🏆,1,3,4,6.90035881865857e-05,0.00046097111247695143
♥,3,19,22,0.0002070107645597571,0.0029194837123540257
🥺,5,23,28,0.0003450179409329285,0.0035341118623232943
💫,0,2,2,0.0,0.00030731407498463427
🔓,1,2,3,6.90035881865857e-05,0.00030731407498463427
🔷,0,1,1,0.0,0.00015365703749231714
🏐,2,0,2,0.0001380071763731714,0.0
👭,1,0,1,6.90035881865857e-05,0.0
😗,0,1,1,0.0,0.00015365703749231714
😕,1,3,4,6.90035881865857e-05,0.00046097111247695143
🏀,0,1,1,0.0,0.00015365703749231714
🦁,0,2,2,0.0,0.00030731407498463427
🗞,0,1,1,0.0,0.00015365703749231714
🍑,1,0,1,6.90035881865857e-05,0.0
🥂,0,1,1,0.0,0.00015365703749231714
❤,43,153,196,0.002967154292023185,0.023509526736324525
⚽,2,7,9,0.0001380071763731714,0.0010755992624462201
😿,0,1,1,0.0,0.00015365703749231714
🔛,0,2,2,0.0,0.00030731407498463427
🤟,0,1,1,0.0,0.00015365703749231714
😍,31,102,133,0.002139111233784157,0.01567301782421635
🏳,0,1,1,0.0,0.00015365703749231714
😲,0,3,3,0.0,0.00046097111247695143
🍁,2,1,3,0.0001380071763731714,0.00015365703749231714
🍉,0,1,1,0.0,0.00015365703749231714
🏰,0,1,1,0.0,0.00015365703749231714
🔥,10,14,24,0.000690035881865857,0.0021511985248924403
🏾,8,31,39,0.0005520287054926856,0.004763368162261831
🌻,0,3,3,0.0,0.00046097111247695143
🔘,2,3,5,0.0001380071763731714,0.00046097111247695143
⚠,0,6,6,0.0,0.0009219422249539029
🙂,0,4,4,0.0,0.0006146281499692685
✍,0,2,2,0.0,0.00030731407498463427
😮,1,1,2,6.90035881865857e-05,0.00015365703749231714
🤣,26,35,61,0.0017940932928512284,0.0053779963122311
🤢,6,4,10,0.0004140215291195142,0.0006146281499692685
😇,2,5,7,0.0001380071763731714,0.0007682851874615857
🤩,4,20,24,0.0002760143527463428,0.003073140749846343
📱,0,1,1,0.0,0.00015365703749231714
😻,4,3,7,0.0002760143527463428,0.00046097111247695143
🎟,0,1,1,0.0,0.00015365703749231714
♻,0,1,1,0.0,0.00015365703749231714
🐢,1,1,2,6.90035881865857e-05,0.00015365703749231714
😩,3,12,15,0.0002070107645597571,0.0018438844499078057
👺,3,4,7,0.0002070107645597571,0.0006146281499692685
🏿,1,4,5,6.90035881865857e-05,0.0006146281499692685
😈,10,6,16,0.000690035881865857,0.0009219422249539029
🌴,0,1,1,0.0,0.00015365703749231714
🔔,0,1,1,0.0,0.00015365703749231714
🦑,1,0,1,6.90035881865857e-05,0.0
😟,0,3,3,0.0,0.00046097111247695143
👙,0,1,1,0.0,0.00015365703749231714
🤾,1,0,1,6.90035881865857e-05,0.0
🔺,0,2,2,0.0,0.00030731407498463427
🌝,0,1,1,0.0,0.00015365703749231714
💝,1,4,5,6.90035881865857e-05,0.0006146281499692685
🚺,1,0,1,6.90035881865857e-05,0.0
🥀,0,1,1,0.0,0.00015365703749231714
🌵,0,1,1,0.0,0.00015365703749231714
🍌,0,1,1,0.0,0.00015365703749231714
🤗,0,8,8,0.0,0.001229256299938537
😥,2,3,5,0.0001380071763731714,0.00046097111247695143
📲,0,2,2,0.0,0.00030731407498463427
😚,3,3,6,0.0002070107645597571,0.00046097111247695143
🏼,6,27,33,0.0004140215291195142,0.004148740012292563
🚂,0,1,1,0.0,0.00015365703749231714
📍,0,1,1,0.0,0.00015365703749231714
🤤,16,19,35,0.0011040574109853713,0.0029194837123540257
😦,0,1,1,0.0,0.00015365703749231714
💎,0,1,1,0.0,0.00015365703749231714
☀,0,1,1,0.0,0.00015365703749231714
🤭,5,8,13,0.0003450179409329285,0.001229256299938537
😋,6,10,16,0.0004140215291195142,0.0015365703749231714
😝,4,9,13,0.0002760143527463428,0.0013829133374308542
✊,0,6,6,0.0,0.0009219422249539029
🌹,0,3,3,0.0,0.00046097111247695143
💔,4,26,30,0.0002760143527463428,0.003995082974800246
▪,0,1,1,0.0,0.00015365703749231714
📽,0,1,1,0.0,0.00015365703749231714
🎺,0,1,1,0.0,0.00015365703749231714
😶,1,1,2,6.90035881865857e-05,0.00015365703749231714
🙅,1,2,3,6.90035881865857e-05,0.00030731407498463427
💕,3,18,21,0.0002070107645597571,0.0027658266748617085
☝,1,0,1,6.90035881865857e-05,0.0
🤜,0,1,1,0.0,0.00015365703749231714
😣,5,10,15,0.0003450179409329285,0.0015365703749231714
🍷,0,2,2,0.0,0.00030731407498463427
🧨,0,1,1,0.0,0.00015365703749231714
🤑,2,6,8,0.0001380071763731714,0.0009219422249539029
🚲,0,1,1,0.0,0.00015365703749231714
