emoji,freq_odio,freq_nao_odio,freq_total,freq_odio_norm,freq_nao_odio_norm
💌,1,0,1,6.90035881865857e-05,0.0
🎉,2,9,11,0.0001380071763731714,0.0013829133374308542
🙂,0,4,4,0.0,0.0006146281499692685
😿,0,1,1,0.0,0.00015365703749231714
❗,0,1,1,0.0,0.00015365703749231714
💩,0,3,3,0.0,0.00046097111247695143
⛄,0,1,1,0.0,0.00015365703749231714
❤️,25,94,119,0.0017250897046646426,0.014443761524277812
❓,0,1,1,0.0,0.00015365703749231714
🇮🇹,1,2,3,6.90035881865857e-05,0.00030731407498463427
🤮,11,9,20,0.0007590394700524427,0.0013829133374308542
✔,2,1,3,0.0001380071763731714,0.00015365703749231714
✅,1,5,6,6.90035881865857e-05,0.0007682851874615857
🤝,0,2,2,0.0,0.00030731407498463427
🍴,1,1,2,6.90035881865857e-05,0.00015365703749231714
😣,5,10,15,0.0003450179409329285,0.0015365703749231714
🌎,1,2,3,6.90035881865857e-05,0.00030731407498463427
👉,1,9,10,6.90035881865857e-05,0.0013829133374308542
🤞🏽,0,1,1,0.0,0.00015365703749231714
😅,8,19,27,0.0005520287054926856,0.0029194837123540257
🍆,1,0,1,6.90035881865857e-05,0.0
💪,0,7,7,0.0,0.0010755992624462201
🍋,0,1,1,0.0,0.00015365703749231714
🔄,1,2,3,6.90035881865857e-05,0.00030731407498463427
🥰,14,40,54,0.0009660502346121999,0.006146281499692686
🕊,0,1,1,0.0,0.00015365703749231714
✝,0,1,1,0.0,0.00015365703749231714
😼,0,1,1,0.0,0.00015365703749231714
🔃,0,2,2,0.0,0.00030731407498463427
🎭,0,1,1,0.0,0.00015365703749231714
✋🏻,0,3,3,0.0,0.00046097111247695143
🤦‍♂️,2,4,6,0.0001380071763731714,0.0006146281499692685
🐒,0,2,2,0.0,0.00030731407498463427
🤡,0,1,1,0.0,0.00015365703749231714
▪,0,1,1,0.0,0.00015365703749231714
💥,1,9,10,6.90035881865857e-05,0.0013829133374308542
🛵,0,1,1,0.0,0.00015365703749231714
⛓,0,1,1,0.0,0.00015365703749231714
⚠️,0,6,6,0.0,0.0009219422249539029
🇵🇹,0,2,2,0.0,0.00030731407498463427
🤩,4,20,24,0.0002760143527463428,0.003073140749846343
🙃,1,4,5,6.90035881865857e-05,0.0006146281499692685
🙁,1,2,3,6.90035881865857e-05,0.00030731407498463427
📸,0,4,4,0.0,0.0006146281499692685
🍉,0,1,1,0.0,0.00015365703749231714
🔁,0,1,1,0.0,0.00015365703749231714
💛,5,14,19,0.0003450179409329285,0.0021511985248924403
💝,1,4,5,6.90035881865857e-05,0.0006146281499692685
❄️,0,1,1,0.0,0.00015365703749231714
💞,6,9,15,0.0004140215291195142,0.0013829133374308542
👌,5,1,6,0.0003450179409329285,0.00015365703749231714
🍀,0,1,1,0.0,0.00015365703749231714
⚒,0,1,1,0.0,0.00015365703749231714
👭,1,0,1,6.90035881865857e-05,0.0
🔵,0,1,1,0.0,0.00015365703749231714
🇪🇺,0,3,3,0.0,0.00046097111247695143
📺,1,0,1,6.90035881865857e-05,0.0
🏰,0,1,1,0.0,0.00015365703749231714
👍🏾,0,1,1,0.0,0.00015365703749231714
😕,1,3,4,6.90035881865857e-05,0.00046097111247695143
🦊,0,1,1,0.0,0.00015365703749231714
🤗,0,8,8,0.0,0.001229256299938537
🙅🏽‍♂️,1,1,2,6.90035881865857e-05,0.00015365703749231714
⏬,0,1,1,0.0,0.00015365703749231714
☄,0,2,2,0.0,0.00030731407498463427
♻,0,1,1,0.0,0.00015365703749231714
🚀,1,1,2,6.90035881865857e-05,0.00015365703749231714
⚽,2,7,9,0.0001380071763731714,0.0010755992624462201
🦑,1,0,1,6.90035881865857e-05,0.0
🍁,2,1,3,0.0001380071763731714,0.00015365703749231714
🙏🏿,0,2,2,0.0,0.00030731407498463427
⚖️,0,1,1,0.0,0.00015365703749231714
🤦,4,11,15,0.0002760143527463428,0.0016902274124154886
✈️,0,2,2,0.0,0.00030731407498463427
🌈,1,3,4,6.90035881865857e-05,0.00046097111247695143
🌴,0,1,1,0.0,0.00015365703749231714
🦅,0,1,1,0.0,0.00015365703749231714
💅🏻,0,1,1,0.0,0.00015365703749231714
🇫🇷,0,1,1,0.0,0.00015365703749231714
😉,5,20,25,0.0003450179409329285,0.003073140749846343
💣,1,1,2,6.90035881865857e-05,0.00015365703749231714
🥬,0,1,1,0.0,0.00015365703749231714
🙆‍♀️,0,1,1,0.0,0.00015365703749231714
😄,1,2,3,6.90035881865857e-05,0.00030731407498463427
💕,3,18,21,0.0002070107645597571,0.0027658266748617085
🤦🏼‍♂️,0,1,1,0.0,0.00015365703749231714
😃,0,2,2,0.0,0.00030731407498463427
👧,0,1,1,0.0,0.00015365703749231714
👐,0,2,2,0.0,0.00030731407498463427
🍇,0,1,1,0.0,0.00015365703749231714
🇩🇪,0,1,1,0.0,0.00015365703749231714
😐,1,2,3,6.90035881865857e-05,0.00030731407498463427
🔓,1,2,3,6.90035881865857e-05,0.00030731407498463427
🤢,6,4,10,0.0004140215291195142,0.0006146281499692685
🤬,11,10,21,0.0007590394700524427,0.0015365703749231714
😨,0,2,2,0.0,0.00030731407498463427
🙌,2,9,11,0.0001380071763731714,0.0013829133374308542
👎🏻,1,1,2,6.90035881865857e-05,0.00015365703749231714
😮,1,1,2,6.90035881865857e-05,0.00015365703749231714
🙌🏻,1,5,6,6.90035881865857e-05,0.0007682851874615857
🍭,1,0,1,6.90035881865857e-05,0.0
🗓,0,1,1,0.0,0.00015365703749231714
🔛,0,2,2,0.0,0.00030731407498463427
☹️,1,4,5,6.90035881865857e-05,0.0006146281499692685
🔴,0,9,9,0.0,0.0013829133374308542
👊,2,7,9,0.0001380071763731714,0.0010755992624462201
🐶,0,1,1,0.0,0.00015365703749231714
💜,5,16,21,0.0003450179409329285,0.002458512599877074
💬,0,2,2,0.0,0.00030731407498463427
🤷🏽‍♀,0,1,1,0.0,0.00015365703749231714
🇦🇷,0,2,2,0.0,0.00030731407498463427
💰,0,1,1,0.0,0.00015365703749231714
😤,8,10,18,0.0005520287054926856,0.0015365703749231714
♥️,3,15,18,0.0002070107645597571,0.0023048555623847574
✌️,0,2,2,0.0,0.00030731407498463427
🙄,12,29,41,0.0008280430582390284,0.004456054087277198
⚛,1,1,2,6.90035881865857e-05,0.00015365703749231714
👠,1,0,1,6.90035881865857e-05,0.0
™️,0,1,1,0.0,0.00015365703749231714
🎂,2,6,8,0.0001380071763731714,0.0009219422249539029
😎,9,18,27,0.0006210322936792713,0.0027658266748617085
❌,0,2,2,0.0,0.00030731407498463427
😵,0,3,3,0.0,0.00046097111247695143
☺,1,0,1,6.90035881865857e-05,0.0
🍻,2,9,11,0.0001380071763731714,0.0013829133374308542
🤔,6,26,32,0.0004140215291195142,0.003995082974800246
🐷,1,3,4,6.90035881865857e-05,0.00046097111247695143
🤦🏻‍♂️,3,7,10,0.0002070107645597571,0.0010755992624462201
🔊,1,1,2,6.90035881865857e-05,0.00015365703749231714
❄,1,2,3,6.90035881865857e-05,0.00030731407498463427
👉🏻,0,3,3,0.0,0.00046097111247695143
🐳,1,0,1,6.90035881865857e-05,0.0
👍🏼,0,6,6,0.0,0.0009219422249539029
🐝,1,0,1,6.90035881865857e-05,0.0
💔,4,26,30,0.0002760143527463428,0.003995082974800246
☕,0,2,2,0.0,0.00030731407498463427
💋,1,1,2,6.90035881865857e-05,0.00015365703749231714
👍,9,23,32,0.0006210322936792713,0.0035341118623232943
💟,1,1,2,6.90035881865857e-05,0.00015365703749231714
👎🏾,0,1,1,0.0,0.00015365703749231714
🚺,1,0,1,6.90035881865857e-05,0.0
🤘,1,0,1,6.90035881865857e-05,0.0
👇🏾,0,1,1,0.0,0.00015365703749231714
🤞,0,2,2,0.0,0.00030731407498463427
🔗,0,1,1,0.0,0.00015365703749231714
🌸,1,6,7,6.90035881865857e-05,0.0009219422249539029
😌,4,6,10,0.0002760143527463428,0.0009219422249539029
💏,0,5,5,0.0,0.0007682851874615857
😛,1,1,2,6.90035881865857e-05,0.00015365703749231714
⤵️,0,1,1,0.0,0.00015365703749231714
🌟,1,1,2,6.90035881865857e-05,0.00015365703749231714
👈,1,1,2,6.90035881865857e-05,0.00015365703749231714
🔘,2,3,5,0.0001380071763731714,0.00046097111247695143
😜,1,7,8,6.90035881865857e-05,0.0010755992624462201
😻,4,3,7,0.0002760143527463428,0.00046097111247695143
👶,0,2,2,0.0,0.00030731407498463427
🎯,0,3,3,0.0,0.00046097111247695143
🛒,0,1,1,0.0,0.00015365703749231714
😍,31,102,133,0.002139111233784157,0.01567301782421635
🏃🏻‍♂️,0,1,1,0.0,0.00015365703749231714
💭,0,4,4,0.0,0.0006146281499692685
🗓️,0,1,1,0.0,0.00015365703749231714
💖,6,18,24,0.0004140215291195142,0.0027658266748617085
😫,0,4,4,0.0,0.0006146281499692685
➡️,0,2,2,0.0,0.00030731407498463427
😶,1,1,2,6.90035881865857e-05,0.00015365703749231714
‼,0,1,1,0.0,0.00015365703749231714
🛸,0,1,1,0.0,0.00015365703749231714
🥳,0,2,2,0.0,0.00030731407498463427
😭,18,65,83,0.0012420645873585426,0.009987707437000615
🤦🏽‍♀️,1,1,2,6.90035881865857e-05,0.00015365703749231714
🇳🇬,1,0,1,6.90035881865857e-05,0.0
😓,3,8,11,0.0002070107645597571,0.001229256299938537
🤭,5,8,13,0.0003450179409329285,0.001229256299938537
🥤,0,1,1,0.0,0.00015365703749231714
▶,0,1,1,0.0,0.00015365703749231714
🙌🏾,0,2,2,0.0,0.00030731407498463427
🤙,0,3,3,0.0,0.00046097111247695143
😗,0,1,1,0.0,0.00015365703749231714
🤾🏼‍♀️,1,0,1,6.90035881865857e-05,0.0
🙌🏽,1,1,2,6.90035881865857e-05,0.00015365703749231714
🥑,0,1,1,0.0,0.00015365703749231714
🤛,0,2,2,0.0,0.00030731407498463427
😘,5,18,23,0.0003450179409329285,0.0027658266748617085
😬,2,7,9,0.0001380071763731714,0.0010755992624462201
💃,1,4,5,6.90035881865857e-05,0.0006146281499692685
‼️,1,1,2,6.90035881865857e-05,0.00015365703749231714
🤑,2,6,8,0.0001380071763731714,0.0009219422249539029
🍰,0,2,2,0.0,0.00030731407498463427
💑,0,1,1,0.0,0.00015365703749231714
🙅🏾‍♂️,0,1,1,0.0,0.00015365703749231714
🐤,0,1,1,0.0,0.00015365703749231714
😔,7,40,47,0.00048302511730609994,0.006146281499692686
😪,4,9,13,0.0002760143527463428,0.0013829133374308542
🥶,1,3,4,6.90035881865857e-05,0.00046097111247695143
💓,2,7,9,0.0001380071763731714,0.0010755992624462201
🤷,2,4,6,0.0001380071763731714,0.0006146281499692685
💪🏿,1,0,1,6.90035881865857e-05,0.0
⛔,0,1,1,0.0,0.00015365703749231714
💉,0,2,2,0.0,0.00030731407498463427
🏃‍♂️,0,1,1,0.0,0.00015365703749231714
👨‍👧,0,1,1,0.0,0.00015365703749231714
🤞🏻,0,1,1,0.0,0.00015365703749231714
🗣,1,4,5,6.90035881865857e-05,0.0006146281499692685
📌,0,4,4,0.0,0.0006146281499692685
🥺,5,23,28,0.0003450179409329285,0.0035341118623232943
💃🏼,0,1,1,0.0,0.00015365703749231714
🚗,0,3,3,0.0,0.00046097111247695143
👁,0,2,2,0.0,0.00030731407498463427
🌺,1,4,5,6.90035881865857e-05,0.0006146281499692685
🔔,0,1,1,0.0,0.00015365703749231714
🤷🏻‍♀️,0,4,4,0.0,0.0006146281499692685
🌻,0,3,3,0.0,0.00046097111247695143
🤤,16,19,35,0.0011040574109853713,0.0029194837123540257
👫,0,1,1,0.0,0.00015365703749231714
🤷🏽‍♂️,1,0,1,6.90035881865857e-05,0.0
🧡,1,3,4,6.90035881865857e-05,0.00046097111247695143
🏀,0,1,1,0.0,0.00015365703749231714
🏸,0,1,1,0.0,0.00015365703749231714
😩,3,12,15,0.0002070107645597571,0.0018438844499078057
🇪🇸,0,2,2,0.0,0.00030731407498463427
📻,0,2,2,0.0,0.00030731407498463427
🌹,0,3,3,0.0,0.00046097111247695143
💎,0,1,1,0.0,0.00015365703749231714
😖,3,4,7,0.0002070107645597571,0.0006146281499692685
👮‍♂️,1,2,3,6.90035881865857e-05,0.00030731407498463427
🍼,0,1,1,0.0,0.00015365703749231714
💨,0,2,2,0.0,0.00030731407498463427
🤷🏼‍♀️,0,1,1,0.0,0.00015365703749231714
😳,1,2,3,6.90035881865857e-05,0.00030731407498463427
🥴,2,7,9,0.0001380071763731714,0.0010755992624462201
👩‍❤️‍💋‍👩,0,2,2,0.0,0.00030731407498463427
🙌🏼,0,1,1,0.0,0.00015365703749231714
🗣️,0,1,1,0.0,0.00015365703749231714
🕺🏾,0,1,1,0.0,0.00015365703749231714
💵,0,1,1,0.0,0.00015365703749231714
🇺🇸,0,1,1,0.0,0.00015365703749231714
📲,0,2,2,0.0,0.00030731407498463427
⭐,0,2,2,0.0,0.00030731407498463427
☯️,0,1,1,0.0,0.00015365703749231714
🙈,2,0,2,0.0001380071763731714,0.0
🙏🏻,1,8,9,6.90035881865857e-05,0.001229256299938537
🇧🇷,11,26,37,0.0007590394700524427,0.003995082974800246
🙏🏼,2,4,6,0.0001380071763731714,0.0006146281499692685
📱,0,1,1,0.0,0.00015365703749231714
💫,0,2,2,0.0,0.00030731407498463427
🐼,0,1,1,0.0,0.00015365703749231714
👙,0,1,1,0.0,0.00015365703749231714
✝️,1,0,1,6.90035881865857e-05,0.0
👽,0,5,5,0.0,0.0007682851874615857
🎵,1,7,8,6.90035881865857e-05,0.0010755992624462201
🇵🇾,0,1,1,0.0,0.00015365703749231714
👎,0,3,3,0.0,0.00046097111247695143
👬,0,2,2,0.0,0.00030731407498463427
🤦🏾,1,0,1,6.90035881865857e-05,0.0
🧐,0,3,3,0.0,0.00046097111247695143
🌚,0,1,1,0.0,0.00015365703749231714
🤠,0,4,4,0.0,0.0006146281499692685
😋,6,10,16,0.0004140215291195142,0.0015365703749231714
🍞,0,1,1,0.0,0.00015365703749231714
🏟,0,1,1,0.0,0.00015365703749231714
😴,2,5,7,0.0001380071763731714,0.0007682851874615857
⏳,0,1,1,0.0,0.00015365703749231714
🤫,3,6,9,0.0002070107645597571,0.0009219422249539029
👏🏾,0,4,4,0.0,0.0006146281499692685
😀,2,2,4,0.0001380071763731714,0.00030731407498463427
📝,0,2,2,0.0,0.00030731407498463427
📢,0,1,1,0.0,0.00015365703749231714
👏🏻,0,7,7,0.0,0.0010755992624462201
👌🏽,1,0,1,6.90035881865857e-05,0.0
🙆🏼‍♀️,0,1,1,0.0,0.00015365703749231714
😲,0,3,3,0.0,0.00046097111247695143
✊,0,2,2,0.0,0.00030731407498463427
🌽,0,1,1,0.0,0.00015365703749231714
😹,0,5,5,0.0,0.0007682851874615857
💪🏼,1,1,2,6.90035881865857e-05,0.00015365703749231714
💯,0,3,3,0.0,0.00046097111247695143
👍🏻,5,7,12,0.0003450179409329285,0.0010755992624462201
🤟,0,1,1,0.0,0.00015365703749231714
♥,0,4,4,0.0,0.0006146281499692685
🤙🏻,1,4,5,6.90035881865857e-05,0.0006146281499692685
⚪,2,3,5,0.0001380071763731714,0.00046097111247695143
🐑,0,1,1,0.0,0.00015365703749231714
☠️,0,1,1,0.0,0.00015365703749231714
🥃,0,1,1,0.0,0.00015365703749231714
❣️,1,3,4,6.90035881865857e-05,0.00046097111247695143
🙌🏿,0,2,2,0.0,0.00030731407498463427
🤦🏽‍♂️,2,2,4,0.0001380071763731714,0.00030731407498463427
🔐,0,2,2,0.0,0.00030731407498463427
✊🏻,0,3,3,0.0,0.00046097111247695143
🥵,8,13,21,0.0005520287054926856,0.001997541487400123
🤷‍♂️,1,1,2,6.90035881865857e-05,0.00015365703749231714
🇸🇪,0,1,1,0.0,0.00015365703749231714
🤙🏾,0,1,1,0.0,0.00015365703749231714
☮️,0,1,1,0.0,0.00015365703749231714
💃🏻,0,3,3,0.0,0.00046097111247695143
✌🏾,0,2,2,0.0,0.00030731407498463427
😰,0,4,4,0.0,0.0006146281499692685
🍿,0,4,4,0.0,0.0006146281499692685
🍥,0,1,1,0.0,0.00015365703749231714
🌍,2,0,2,0.0001380071763731714,0.0
🖕,1,1,2,6.90035881865857e-05,0.00015365703749231714
🌱,0,1,1,0.0,0.00015365703749231714
🙆,0,1,1,0.0,0.00015365703749231714
🥂,0,1,1,0.0,0.00015365703749231714
📚,0,2,2,0.0,0.00030731407498463427
✌🏻,2,1,3,0.0001380071763731714,0.00015365703749231714
🌠,0,1,1,0.0,0.00015365703749231714
⛓️,0,1,1,0.0,0.00015365703749231714
🤨,0,2,2,0.0,0.00030731407498463427
📽,0,1,1,0.0,0.00015365703749231714
👼,0,1,1,0.0,0.00015365703749231714
😦,0,1,1,0.0,0.00015365703749231714
🤯,0,4,4,0.0,0.0006146281499692685
🎧,0,1,1,0.0,0.00015365703749231714
💼,0,1,1,0.0,0.00015365703749231714
🏃🏻‍♀️,0,1,1,0.0,0.00015365703749231714
🤪,9,21,30,0.0006210322936792713,0.00322679778733866
💢,0,1,1,0.0,0.00015365703749231714
🌧,0,1,1,0.0,0.00015365703749231714
😟,0,3,3,0.0,0.00046097111247695143
👺,3,4,7,0.0002070107645597571,0.0006146281499692685
🇪🇨,0,1,1,0.0,0.00015365703749231714
👋,0,1,1,0.0,0.00015365703749231714
💙,2,19,21,0.0001380071763731714,0.0029194837123540257
🍑,1,0,1,6.90035881865857e-05,0.0
👀,4,4,8,0.0002760143527463428,0.0006146281499692685
🙏🏽,1,4,5,6.90035881865857e-05,0.0006146281499692685
☺️,1,6,7,6.90035881865857e-05,0.0009219422249539029
✊🏽,0,1,1,0.0,0.00015365703749231714
👶🏻,0,1,1,0.0,0.00015365703749231714
🇯🇵,1,0,1,6.90035881865857e-05,0.0
😇,2,5,7,0.0001380071763731714,0.0007682851874615857
🌼,0,1,1,0.0,0.00015365703749231714
✨,9,15,24,0.0006210322936792713,0.0023048555623847574
🇵🇦,0,1,1,0.0,0.00015365703749231714
🚘,0,1,1,0.0,0.00015365703749231714
❣,1,1,2,6.90035881865857e-05,0.00015365703749231714
🇪🇪,0,1,1,0.0,0.00015365703749231714
✔️,0,2,2,0.0,0.00030731407498463427
🚹,1,0,1,6.90035881865857e-05,0.0
🌳,0,1,1,0.0,0.00015365703749231714
☁️,0,1,1,0.0,0.00015365703749231714
🎺,0,1,1,0.0,0.00015365703749231714
🤦🏼‍♀️,2,2,4,0.0001380071763731714,0.00030731407498463427
👮‍♀️,0,1,1,0.0,0.00015365703749231714
💗,2,10,12,0.0001380071763731714,0.0015365703749231714
👎🏼,0,1,1,0.0,0.00015365703749231714
🎤,0,2,2,0.0,0.00030731407498463427
🤦🏾‍♀️,4,4,8,0.0002760143527463428,0.0006146281499692685
😙,0,2,2,0.0,0.00030731407498463427
🤦🏻‍♀️,4,9,13,0.0002760143527463428,0.0013829133374308542
#️⃣,0,1,1,0.0,0.00015365703749231714
👊🏻,0,2,2,0.0,0.00030731407498463427
🐈,0,1,1,0.0,0.00015365703749231714
🙍,0,1,1,0.0,0.00015365703749231714
😆,1,6,7,6.90035881865857e-05,0.0009219422249539029
🇾🇪,0,2,2,0.0,0.00030731407498463427
😚,3,3,6,0.0002070107645597571,0.00046097111247695143
😒,10,14,24,0.000690035881865857,0.0021511985248924403
🕑,0,1,1,0.0,0.00015365703749231714
