emoji,freq_odio,freq_nao_odio,freq_total,freq_odio_norm,freq_nao_odio_norm
🤷,4,3,7,0.001142857142857143,0.0008571428571428571
😀,2,2,4,0.0005714285714285715,0.0005714285714285715
👆,2,1,3,0.0005714285714285715,0.00028571428571428574
👏,45,504,549,0.012857142857142857,0.144
✨,1,5,6,0.00028571428571428574,0.0014285714285714286
🎂,0,1,1,0.0,0.00028571428571428574
🍗,1,0,1,0.00028571428571428574,0.0
💟,1,4,5,0.00028571428571428574,0.001142857142857143
🌈,0,1,1,0.0,0.00028571428571428574
🐔,1,0,1,0.00028571428571428574,0.0
😏,1,5,6,0.00028571428571428574,0.0014285714285714286
🎸,0,1,1,0.0,0.00028571428571428574
📒,0,1,1,0.0,0.00028571428571428574
🚔,0,1,1,0.0,0.00028571428571428574
👅,0,1,1,0.0,0.00028571428571428574
🗿,0,1,1,0.0,0.00028571428571428574
😤,7,1,8,0.002,0.00028571428571428574
💅,1,0,1,0.00028571428571428574,0.0
🏾,4,12,16,0.001142857142857143,0.0034285714285714284
😯,0,2,2,0.0,0.0005714285714285715
🧠,1,0,1,0.00028571428571428574,0.0
😚,1,4,5,0.00028571428571428574,0.001142857142857143
🌏,0,1,1,0.0,0.00028571428571428574
😁,4,2,6,0.001142857142857143,0.0005714285714285715
😭,3,7,10,0.0008571428571428571,0.002
💐,0,2,2,0.0,0.0005714285714285715
🧡,0,1,1,0.0,0.00028571428571428574
🎆,1,0,1,0.00028571428571428574,0.0
😢,20,26,46,0.005714285714285714,0.0074285714285714285
💙,2,19,21,0.0005714285714285715,0.0054285714285714284
🙌,15,87,102,0.004285714285714286,0.024857142857142855
📚,0,2,2,0.0,0.0005714285714285715
😅,5,1,6,0.0014285714285714286,0.00028571428571428574
😘,4,21,25,0.001142857142857143,0.006
🤪,4,1,5,0.001142857142857143,0.00028571428571428574
🙁,0,1,1,0.0,0.00028571428571428574
🍿,1,0,1,0.00028571428571428574,0.0
✋,1,1,2,0.00028571428571428574,0.00028571428571428574
👮,0,1,1,0.0,0.00028571428571428574
😔,5,10,15,0.0014285714285714286,0.002857142857142857
😓,1,2,3,0.00028571428571428574,0.0005714285714285715
😣,1,3,4,0.00028571428571428574,0.0008571428571428571
😋,1,0,1,0.00028571428571428574,0.0
🙉,2,1,3,0.0005714285714285715,0.00028571428571428574
🙂,0,2,2,0.0,0.0005714285714285715
☹,0,1,1,0.0,0.00028571428571428574
😩,2,1,3,0.0005714285714285715,0.00028571428571428574
😆,2,3,5,0.0005714285714285715,0.0008571428571428571
🌶,2,0,2,0.0005714285714285715,0.0
🐭,2,0,2,0.0005714285714285715,0.0
🧐,3,1,4,0.0008571428571428571,0.00028571428571428574
😱,11,4,15,0.003142857142857143,0.001142857142857143
🐱,0,1,1,0.0,0.00028571428571428574
👭,0,1,1,0.0,0.00028571428571428574
⛔,0,1,1,0.0,0.00028571428571428574
🛐,0,1,1,0.0,0.00028571428571428574
🐺,0,1,1,0.0,0.00028571428571428574
🍍,1,0,1,0.00028571428571428574,0.0
💨,1,0,1,0.00028571428571428574,0.0
🐒,0,1,1,0.0,0.00028571428571428574
⚖,0,1,1,0.0,0.00028571428571428574
🍉,1,0,1,0.00028571428571428574,0.0
🤬,13,2,15,0.0037142857142857142,0.0005714285714285715
🏼,11,26,37,0.003142857142857143,0.0074285714285714285
🙋,0,1,1,0.0,0.00028571428571428574
👀,1,1,2,0.00028571428571428574,0.00028571428571428574
🎉,0,1,1,0.0,0.00028571428571428574
🤤,0,1,1,0.0,0.00028571428571428574
🌲,0,1,1,0.0,0.00028571428571428574
🐐,1,0,1,0.00028571428571428574,0.0
😲,1,0,1,0.00028571428571428574,0.0
☺,0,2,2,0.0,0.0005714285714285715
🐂,4,0,4,0.001142857142857143,0.0
🧑,0,1,1,0.0,0.00028571428571428574
😕,3,1,4,0.0008571428571428571,0.00028571428571428574
❗,1,1,2,0.00028571428571428574,0.00028571428571428574
🌴,1,0,1,0.00028571428571428574,0.0
♥,0,12,12,0.0,0.0034285714285714284
🤮,83,6,89,0.023714285714285716,0.0017142857142857142
👈,3,0,3,0.0008571428571428571,0.0
🏆,0,3,3,0.0,0.0008571428571428571
🤌,0,1,1,0.0,0.00028571428571428574
📲,0,1,1,0.0,0.00028571428571428574
👊,14,16,30,0.004,0.004571428571428572
👕,0,1,1,0.0,0.00028571428571428574
💯,0,2,2,0.0,0.0005714285714285715
🤗,3,6,9,0.0008571428571428571,0.0017142857142857142
🤢,12,4,16,0.0034285714285714284,0.001142857142857143
👐,0,2,2,0.0,0.0005714285714285715
⏳,0,1,1,0.0,0.00028571428571428574
➡,0,1,1,0.0,0.00028571428571428574
🤣,35,10,45,0.01,0.002857142857142857
🦅,1,0,1,0.00028571428571428574,0.0
❣,1,1,2,0.00028571428571428574,0.00028571428571428574
💥,1,1,2,0.00028571428571428574,0.00028571428571428574
😟,1,1,2,0.00028571428571428574,0.00028571428571428574
🖖,0,1,1,0.0,0.00028571428571428574
❤,11,255,266,0.003142857142857143,0.07285714285714286
💫,0,1,1,0.0,0.00028571428571428574
🦜,1,0,1,0.00028571428571428574,0.0
😰,1,0,1,0.00028571428571428574,0.0
🤘,1,2,3,0.00028571428571428574,0.0005714285714285715
🤡,3,0,3,0.0008571428571428571,0.0
🏫,0,1,1,0.0,0.00028571428571428574
🤨,0,1,1,0.0,0.00028571428571428574
🤓,0,2,2,0.0,0.0005714285714285715
💣,2,0,2,0.0005714285714285715,0.0
♀,9,9,18,0.0025714285714285713,0.0025714285714285713
☠,3,0,3,0.0008571428571428571,0.0
🌎,0,1,1,0.0,0.00028571428571428574
🖕,1,0,1,0.00028571428571428574,0.0
🍊,8,0,8,0.002285714285714286,0.0
💚,5,52,57,0.0014285714285714286,0.014857142857142857
🌍,2,3,5,0.0005714285714285715,0.0008571428571428571
🐀,4,0,4,0.001142857142857143,0.0
🚩,0,1,1,0.0,0.00028571428571428574
😝,2,1,3,0.0005714285714285715,0.00028571428571428574
🌹,0,16,16,0.0,0.004571428571428572
🍬,0,1,1,0.0,0.00028571428571428574
🐷,3,1,4,0.0008571428571428571,0.00028571428571428574
✅,0,1,1,0.0,0.00028571428571428574
👂,0,1,1,0.0,0.00028571428571428574
🚀,0,2,2,0.0,0.0005714285714285715
🥵,1,0,1,0.00028571428571428574,0.0
🚜,0,1,1,0.0,0.00028571428571428574
✌,1,2,3,0.00028571428571428574,0.0005714285714285715
😒,12,3,15,0.0034285714285714284,0.0008571428571428571
🏽,4,12,16,0.001142857142857143,0.0034285714285714284
🏅,0,1,1,0.0,0.00028571428571428574
🏿,1,4,5,0.00028571428571428574,0.001142857142857143
✝,1,1,2,0.00028571428571428574,0.00028571428571428574
🐍,4,0,4,0.001142857142857143,0.0
📖,0,2,2,0.0,0.0005714285714285715
😴,0,1,1,0.0,0.00028571428571428574
👺,3,0,3,0.0008571428571428571,0.0
🔥,8,16,24,0.002285714285714286,0.004571428571428572
🍀,0,3,3,0.0,0.0008571428571428571
💰,1,2,3,0.00028571428571428574,0.0005714285714285715
🗽,0,1,1,0.0,0.00028571428571428574
😐,1,2,3,0.00028571428571428574,0.0005714285714285715
📑,0,1,1,0.0,0.00028571428571428574
🫂,0,1,1,0.0,0.00028571428571428574
🥚,0,1,1,0.0,0.00028571428571428574
🗑,1,0,1,0.00028571428571428574,0.0
🦑,1,1,2,0.00028571428571428574,0.00028571428571428574
😈,11,0,11,0.003142857142857143,0.0
🌻,0,7,7,0.0,0.002
💓,2,5,7,0.0005714285714285715,0.0014285714285714286
😂,117,61,178,0.033428571428571426,0.01742857142857143
👻,0,1,1,0.0,0.00028571428571428574
🥰,0,4,4,0.0,0.001142857142857143
🔝,1,4,5,0.00028571428571428574,0.001142857142857143
😪,0,1,1,0.0,0.00028571428571428574
👎,13,3,16,0.0037142857142857142,0.0008571428571428571
🖤,1,0,1,0.00028571428571428574,0.0
🫶,0,1,1,0.0,0.00028571428571428574
🤦,23,10,33,0.006571428571428572,0.002857142857142857
🐈,0,1,1,0.0,0.00028571428571428574
👑,1,0,1,0.00028571428571428574,0.0
🦊,0,1,1,0.0,0.00028571428571428574
👌,2,2,4,0.0005714285714285715,0.0005714285714285715
👁,0,1,1,0.0,0.00028571428571428574
💔,0,1,1,0.0,0.00028571428571428574
💞,0,6,6,0.0,0.0017142857142857142
😊,1,4,5,0.00028571428571428574,0.001142857142857143
🤲,0,2,2,0.0,0.0005714285714285715
🙊,2,1,3,0.0005714285714285715,0.00028571428571428574
